cleaned,is_fake
глава киностудия walt disney уходить отставка,0
аэрофлот сделать женщина пилот пилотка,1
увеличение производительность российский суперкомпьютер оснащать rgb подсветка,1
пошлина российский нефть снижаться доллар,0
причина массовый драка гастарбайтер петербург оказываться спор перевод поэма фирдоусь,1
байден требовать газпром возобновлять подача электроэнергия техас,1
british airways становиться прибыльный впервые год,0
роналд позавидовать хороший футболист мир,0
уход госдума наталья поклонская занимать должность обер прокурор синод,1
ставропольский бездомный находить свалка экскаватор сооружать бункер,1
суд сша признавать фейк произведение говард лавкрафт,1
становиться известный состав сборная португалия матч россия,0
департамент транспорт москва потратить млрд рубль ремонт воздушный яма,1
латвия лишать право проведение чемпионат мир хоккей год,1
называть хороший игра выставка gamescom,0
вконтакте вводить реклама голосовой сообщение,1
россия вводить штраф отсутствие жилье,1
чиновник москва пойти попятный иск моспрокуратура,0
shell купить месторождение украина,0
якунин посоветовать ждать ipo ржд рано год,0
верховный суд запрещать жена отнимать муж половина зарплата,1
форвард клуб нба арестовывать обвинение домашний насилие,0
российский железный дорога пускать море,0
секс шоп санкт петербург запрещать продавать женщина часть,1
крейг стивенс уступать яна торп место олимпийский сборная,0
россия отменять весенний призыв,1
ангел меркель оставаться временно исполнять обязанность канцлер год,1
полковник захарченко обращаться набиуллина предложение вводить оборот тысячный купюра,1
фальсификация выборы королева признавать учение,1
потолок московский офис организация защита правый нелегальный мигрант обвалиться некачественный ремонт,1
чехия раздавливать бульдозер тысяча ампула вакцина sputnik v,1
мордовия проводить служебный проверка отношение священник отказываться освящать внедорожник местный депутат,1
исландец прокомментировать информация бойкот чемпионат мир россия,0
эрдоган израиль заплатить агрессия против ракета хамас,1
генпрокуратура потребовать заблокировать аккаунт навальный pubg,1
физика анонсировать создание микроб шредингер,0
снижение цена продукт питание кпрф предлагать изымать излишек продукция фермер,1
футболист динамо задолжать агент миллион рубль,0
находить пещера иоанна креститель,0
россия запрещать играть вермахт world of tanks,1
свифт утраивать количество известный рентгеновский источник,0
робот гуманоид научать общаться язык жест,0
зидан нецензурно отвечать вопрос журналист,0
белорусский мобильный оператор ошибочно объявлять намерение отключать интернет август,1
гринспенный заявлять конгресс возможный угроза экономика сша,0
юрий лоза раскритиковывать стратегия яна непомнящий партия магнус карлсен,1
газпром нефть подписывать соглашение возвращение рынок ливия,0
боксер просыпать свой пресса конференция,0
шаттл дискавери садиться калифорния,0
минэнерго разблокировка суэцкий канал неминуемо приводить рост цена бензин дизельный топливо,1
россиянин вернуться граница обязывать сдавать тест излучение,1
amnesty international признавать егор бероев жертва карательный медицина,1
житель рига получать россия материальный компенсация шрам плечо оставаться укол советский вакцина,1
учительница воронеж потратить продукт деньги собранный родитель покупка штора,1
пермь арестовывать учитель труд который обучать ребенок программирование,1
федеральный чиновник оставлять импортный конский упряжь,0
украинский банк запрещать самостоятельно менять курс валюта,0
отстранять олимпиада россиянка поделиться откровение представитель мокнуть,0
дж дж абрамс приступать съемка фильм супер,0
аптека массово закупать население подорожник настойка дубовый кора,1
еспча проводить выездной заседание дело навальный комната свидание матросский тишина,1
болельщик устраивать отвязный вечеринка закидывать лыжник пиво,0
госдума запрещать упоминать национальность автор законопроект,1
роскосмос появляться должность зица председатель,1
татарстан вооружать кондуктор,1
среди вакцинировать москвич разыгрывать легендарный герой genshin impact,1
возглавлять партия должный истинный коммунист потомок ленин геннадий зюганов называть имя свой преемник,1
министерство культура вносить моргенштерн список лицо представлять угроза национальный безопасность,1
женщина уличать супружеский измена лишать имущество,1
росавиация разрешать самолет победа летать двигатель,1
банк англия показывать новый банкнота джейн остин,0
шекель песо становиться свободно конвертируемый,0
россиянин зарегистрировать проект умный голосование запрещать голосовать выборы госдума,1
ким чен ын заводить канал telegram,1
правозащитник попросить оон защищать куратор запретный искусство,0
роман мадян арестовывать незаконный ношение форма кгб,1
российский молодежка проигрывать второй матч серия канадец,0
вмс сша откладывать покупка корабль ближний морской зона,0
париж готовый принимать олипиада,0
герман стерлигов задерживать попытка поджог нпо вектор новосибирск,1
российский радикальный феминистка устанавливать мировой рекорд количество аборт,1
парламент эстония признавать май день скорбь советский оккупация,1
налоговый служба рф блокировать счет каспийский транспортер нефть,0
российский банка участвовать оплата акция газпром,0
динамо разгромить цска матч финал кубок гагарин,0
подсчитывать посекундный заработок роналд ювентус,0
украинец обвинять превращение эстония мордовия,1
винодел попросить путин миллиард защита конкурент,0
минтруд обнародоваться график длинный выходной июнь,1
microsoft исправлять критический уязвимость windows internet explorer,0
словакия закупать россия ядерный топливо полмиллиард евро,0
непривитый россиянин привлекать строительство новый город сибирь,1
кндр начинать получать гуманитарный помощь оон прокорм ким чен ына,1
госплан рф близкий время намерен выпускать обращение напечатать талон сахар,1
ск обвинять президент аргентина намеренный заражение коронавирус вакцинация спутник v,1
надежда петров пробиваться финал уимблдон,0
госдума одобрять законопроект профилактический арест,1
микрофинансовый организация предлагать работодатель выплачивать зарплата год,1
талиб разрешать немусульманка носить кандибобер голова вместо хиджаб,1
мгу появляться патриотический факультет,1
вшэ отстранять работа преподаватель поставлять сомнение эффективность деятельность роснано,1
новый тренер сборная россия становиться зарема салихов,1
европеец получать особенный издание god of war iii,0
отделываться домашний арест тим белорусский записывать видео победа лукашенко выборы,1
навальный призывать житель краснопресненский район голосовать сокамерник муниципальный выборы,1
владимир кличко мочь отравлять нейролептик,0
центр минск происходить поножовщина фанатка коли лукашенко влад,1
путин передавать росстат минэкономразвитие,0
обама лишать американский нефтяник налоговый преференция,0
госдеп вводить санкция против житель дальний восток низкий протестный активность,1
украина определять дальнейший судьба цена газ,0
собянин открывать первый новый мазутный тэс зарядка электробус,1
сто депутат госдума взять отгул попрощаться принц филипп,1
сша боксер трансэйджер становиться чемпион страна среди ребенок год,1
использовать маска проходить вторичный реализация,1
фуркад заподозривать шипулин использование допинг,0
основатель русснефть избирать совет директор башнефть,0
рамка национальный проект спасибо врач расписывать благодарность трамвай,1
amnesty international присваивать юрий хованский статус узник совесть,1
израильский писатель амос оз получать испанский премия,0
папа римский причислять навальный лик святой,1
рогозин заявлять намерение подымать дно океан станция мир,1
сторонник трамп изымать азбука морзе,1
парад день вмф впервые принимать участие летать тарелка,1
создание беспилотный автомобиль яндекс ошибка использовать женский логика,1
госдума предлагать запрещать сми указывать партийный принадлежность депутат,1
шарапов дементьев пробиваться полуфинал турнир стамбул,0
американец обвинять nokia махинация ценный бумага,0
пресса служба путин успокаивать бизнесмен офшор пока ничто грозить,0
панорама предупреждать сергей смирнов посетовать поверить материал место весь блогер лефортово,1
автоваз обгонять volkswagen renault ford рост продажа евросоюз,1
российский аналог рика морти выходить экран сентябрь называться борис натанович максимка,1
рост цена китай оказываться максимальный десятилетие,0
руководитель хор турецкий рассказывать еврейский корень российский эстрада,0
совет раввин израиль объявлять мясо свинья прививать covid кошерный,1
польша отменять скандальный закон реституция обмен помощь израильский специалист мигрант,1
россия вернуться первый место олимпиада,0
частный компания сторонник трамп отключать аппарат ивл хороший больница нью йорк,1
кубок россия футбол среди полуфиналист спартак,0
филолог фсо уличать плагиат автор анекдот путин,1
доктор мясник рассказывать вред картофель свекла морковь,1
компания asus выпускать интернет планшет eee pad,0
песня лазарев евровидение попадать чарт российский itunes,0
рпц предупреждать избиратель опасность преодоление пятипроцентный барьер бес,1
российский защитник даллас сделать четыре передача матч,0
антимонопольщик вновь заниматься доступ труба газпром,0
отгружать миллион копия dead island,0
глава t mobile usa переходить работа vodafone,0
советник президент экономика обвинять эксперт минфин некомпетентность,0
никита михалков становиться винодел,0
s p отказываться снижать рейтинг россия новый санкция,0
берег канада находить пропадать xix век английский корабль,0
мкс зарабатывать кислородный генератор,0
хоккеист сборная россия лишаться шанс сыграть чм,0
термит научаться узнавать враг звук жевание,0
star trek online стартовать миллион пользователь,0
капитан панамский контейнеровоз награждать орден дружба,1
конституционный суд называть запрет госидеология рекомендация,1
google translator появляться зумерский кальянный язык,1
ученый посчитать время рост гигантский кристалл,0
ку клукс клан призывать свой член менее белый,1
ассоциация пивоваров чехия официально признавать российский пиво моча,1
путин предлагать создавать россия нефтяной биржа,0
депутат решать наказывать слово доллар,0
индекс ммвб выходить плюс,0
аделина сотникова снимать гипс,0
знать мечтать жить море зеленский предлагать пашинян становиться губернатор одесский область,1
правительство снимать запрет вывоз лес кндр,1
белоруссия объявлять начало всеобщий коллективизация,1
москвич иметь менее тысяча рубль оштрафовать нищенство,1
ватикан намерен год аннулировать весь христианин устный молитва польза блокчейн,1
выдергивать кабель весь интернет отключаться бердымухамедов объяснять глобальный сбой работа всемирный паутина,1
топалов крамник завершать седьмой партия вничью,0
эминь начинать работа пятый альбом,0
правительство утвердить порядок сожжение изымать магазин книга,1
китай удваивать свой вложение долг южный корея,0
китай запускать производство малый спутник трудовой лагерь уйгур,1
олимпийский комитет россия обвинять фетисов вредительство,0
россия отправлять куба качество гуманитарный помощь ракетный комплекс искандер,1
солист шоу riverdance обвинять изнасилование,0
многочисленный просьба военнослужащий минобороны объяснять вводить личный состав срочный курс украинский язык,1
российский читатель знакомить канадский американский бестселлер,0
салями финский ананас каждый день зюганов вспомнить советский год называть дефицит выдумка антисоветчик,1
украинский производитель молочный продукт галичина создавать секретный служба защита правый потребитель,1
наталья поклонская отправляться санаторий зеленый мыс остров зеленый мыс,1
франция запрещать продажа напиток дюшес буратино,1
налоговый ленобласть предлагать девушка сдавать бывший ухажер уклоняться уплата налог,1
лимонов оштрафовать митинг против капитализм,0
индия построить собственный десантный корабль дока,0
выбирать сценарист новый версия лицо шрам,0
nasa глобальный потепление год мочь погибать кит который стоять земля,1
marvel выкупать право чебурашка создавать основа супергерой,1
российский банк впервые превращать небанковский организация,0
паша техника возглавлять федеральный список партия пенсионер,1
нехватка авиабилет российский чиновник смочь встречать день благодарение круг семья,1
парад победа май ветеран выступать моргенштерн,1
яндекс карта появляться список адрес невакцинировать россиянин,1
twitter предсказывать рост стоимость миллиард доллар,0
франция завершаться следствие дело жером кервьель,0
португальский футболист отправлять судья нокаут удар нога голова,0
фас запрещать apple продавать iphone россия дорогой тысяча рубль,1
московский повар мировой имя отнимать награда плоскогубцы каша топор,1
казахстан выпускать цветной насвая посыпка кулич,1
церемония подъем флаг школа проводиться отдельно каждый смена,1
ученый объяснять появление аномальный смог пекин,0
патриарх кирилл приостанавливать действие свидетельство крещение прихожанин прививать коронавирус,1
италия замораживать актив сын бывший премьера украина,0
вице чемпион мир раскритиковывать роналд,0
глава служба финансовый рынок закрывать блог,0
ученый считать находить руины вавилон табличка изображение свинья голова скарабей первый история боевой картинка против египтянин,1
связанный проект серебренников дело задерживать двое подозреваемый,0
американский санкция против северный поток россия начинать строительство северный поток,1
чита задерживать школьник называть штирлиц вымышленный герой,1
максим кац примета участие съезд собаковод рязань,1
tiktok обязывать несовершеннолетний предоставлять письменный разрешение родитель загрузка видео,1
москва московский область мочь разрешать обмениваться рукопожатие,1
знак благодарность вакцина аргентинец нести посольство россия пакетик кокаин,1
риа новость ведущий европейский политика требовать принимать белорусский беженец выгонять европа сирийский,1
харьковский рэкетир обкладывать дань российский военный дислоцировать украинский граница,1
россия год вернуться произведение искусство,0
улучшение демография минздрав предлагать прокалывать каждый десятый презерватив,1
warner вступать война российский пират,0
благодаря провал сборная россия евро пенсионный фонд зарабатывать млрд рубль,1
это должно повторяться глава якутия поручать вырубать регион весь уцелеть лес конец год,1
британский музей сжигать мумия тутанхамон отношение чернокожий,1
дания полицейский оштрафовать футболист сборная россия устраивать шумный празднование нарушение антиковидный правило,1
газпром собираться становиться спонсор лондонский олимпиада,0
вопрос величина госдолг сша входить егэ,1
йорк дебютировать качество бродвейский композитор,0
доктор рошаль похвалить навальный начало лечебный голодание,1
выручка продажа акция роснефть британец уходить бюджет,0
правительство одобрять налоговый каникулы нефтяник,0
алексей навальный намерен обжаловать еспча присуждение нобелевский премия мир дмитрий муратов,1
российский атлет избирать несение радужный флаг церемония открытие олимпиада,1
герой игра престол пропустить пятый сезон,0
женщина заказывать служба здравие навальный главное храм вооруженный сила объявлять федеральный розыск,1
рогозин обвинять сша провал роскосмос,0
правительство прорабатывать процедура монетизация избирательный право,1
adidas выпускать партия специальный спортивный костюм пациент больница,1
чиновник устанавливать время раскачка,1
modern warfare устанавливать рекорд продажа великобритания,0
госдума предлагать сделать платный весь зарубежный сайт,1
теплоход гость будущее апарт отель аркадий ротенберг называть владелец метровый яхта solaris,1
продолжение дядя степ советский милиционер заменять полицейский степанида,1
участник pink floyd выступать вместе впервые пять год,0
рынок видеокарта сокращаться планшет ноутбук,0
год выдача загранпаспорт производиться одобрение региональный отделение единый россия,1
депутат госдума попросить россиянин сдавать портрет гитлер близкий отделение полиция,1
вокруг торговый центр возводить защитный сооружение сдерживание штурм антипрививочник,1
ikea сжигать весь мебель производить незаконно вырубать лес,1
владимир мединский представлять монография александр македонский рюрик основатель государство российский,1
сити менеджер первый город минобороны сибирь становиться илья варламов,1
евтушенков разрешать ходить работа,0
пентагон издавать детский книга иуда генерал сулеймани андрей громыко решать украсть демократия,1
москвич пожаловаться мошенник обещать инвайт clubhouse оральный секс держать слово,1
эксперт предсказывать афганистан взрывной рост экономика,1
усманов оспаривать суд соглашение крупный акционер мегафон,0
американский химик синтезировать молекула фрактал,0
сша намерен искусственно снижать цена нефть,0
трехмерный структура белок впервые определять живой клетка,0
автор экстремистский произведение протокол сионский мудрец оказываться иосиф сталин,1
иванов пообещать раздавать весь военнослужащий квартира год,0
российский волейболист полуфинал,0
министр энергетика сша предлагать топить белый уголь,1
бывший директор гоголь центр предъявлять обвинение мошенничество,0
автор единственный гол аргентинец чм наказывать,0
госдума рассматривать возможность продление срок полномочие действующий созыв парламент,1
чиновник осужденный коррупция задерживать получение взятка территория колония,1
тула задерживать мужчина незаконно носить знак иностранный агент,1
волгоградский депутат предлагать лишать мандат проваливать тест история вов,1
удаление халка насмешить газзаев,0
тренер емельяненко обвинять тактаров наглый ложь,0
лукашенко распоряжаться создавать белорусский курорт турецкий качество,1
опрос вциом россиянин недовольный работа мировой правительство,1
новозеландский трансгендер обвинять русский свой провал олимпиада,1
ходить фонарик двор мвд выпускать брошюра гражданин определять наркоман,1
российский банк отчитываться убыток месяц год,0
называть состав женский мужской сборная россия чемпионат мир биатлон,0
немецкий прокуратура возбуждать уголовный дело против владимир соловьев прославление адольф гитлер,1
россия восстанавливать производство ракета случай выход договор рсмд,0
ученый удостоверяться вечный любовь сапсан,0
железный дорога россия появляться частный локомотив,0
петров значительно улучшать свой позиция теннисный рейтинг,0
нефтяник начинать подымать цена бензин,0
ввс китай понадобиться сантиметровый пилот,0
европейский контрабандист массово отказываться везти товар белоруссия,1
кхл задумываться сокращение зарплата,0
старый новосибирск ледник мочь растаивать аномальный повышение температура,1
ученый сталкивать астероид земля,0
трансаэро отменять рейс октябрь,0
casio представлять новый камера основа быстрый матрица sony,0
центробанк понижать курс доллар копейка,0
казначей сша попросить конгресс спасать америка дефолт,0
умирать засчитывать гол рука марадон чм судья,0
китай закупать россия школьный автобус перевозка двоечник,1
депутат предлагать замораживать тариф осаго,0
норвежский суд обязывать андерс брейвика год ежемесячно отмечаться полиция,1
джордж лукас разогревать зритель выход звездный война iii,0
греция футбольный клуб заподозривать договорный матч,0
клуб овечкин проигрывать всухую матч нхл,0
российский чиновник давать возможность оценивать эффективность гражданин,1
студент филфак мгу призывать хейтить шеймить употреблять иностранный слово,1
бывший российский министр становиться французский винодел,0
стивен спилберг снимать фильм вывод американский войско афганистан,1
физика сделать транзистор атом,0
популярность xbox привлекать внимание создатель final fantasy,0
многочисленный просьба мвд увеличивать толщина полицейский дубинка,1
росатый входить число хороший работодатель россия,0
гранин предлагать похоронить комарово рядом могила супруга,0
власть днр решать национализировать завод мечело,0
новый часть soulcalibur появляться конец июль,0
сентябрь продавец пушкинский карта возбуждать сто уголовный дело,1
chicago bulls расставаться тоня кукотать,0
девушка дождаться любимый армия отвечать закон,1
вместо золотой крест ученик воскресный школа рпц получать подарок крест доминик торетто цепочка,1
китай вкладывать миллиард доллар газопровод сила сахара,1
смотрительница эрмитаж сломать нос участник реконструкция штурм зимний,1
геймер готовить коллективный иск против razer новый игровой кресло унитаз throne chroma,1
олимпиада токио российский борец проигрывать трансгендер сша,1
владелец цска оказываться сын гинер,0
дидье дрогба объявлять уход челси,0
новый барион поставлять физик тупик,0
автогонщик эстония просыпать угон собственный машина,0
перечисление весь гендер молитва конгресс затягиваться день,1
apple представлять свой самый большой iphone,0
липецк пенсионерка добиваться отключение этажный дом интернет,1
магнитогорский металлург выходить финал плей офф кхл,0
давыденко обыгрывать южный доха,0
место сгорать невский мануфактура воздвигать православный храм,1
британец снимать видео создавать огненный торнадо,0
прием беженец литва восстанавливать инфраструктура год,1
экспертиза обнаруживать порнография сорокин филолог называть словоблудие,0
чемпион мир баскетбол удивляться арест бывший президент рфб,0
мошенник смочь продавать должность губернатор чукотка сто тысяча рубль,1
россия давать китай скидка нефть,0
второй круг турнир рим сафин сыграть давыденко,0
роспотребназдор проводить санитарный проверка квартира участник несанкционированный митинг,1
шотландский клуб представлять новый форма помощь обнаженный модель,0
умирать комик джерри льюис,0
юкос пообещать быстро расплачиваться долг,0
великобритания начинать разыгрывать бензин лотерея,1
ким чен ын входить совет директор facebook inc,1
работодатель получать право снижать зарплата курящий сотрудник,1
госдума пригрозить распускать воз российский вакцина зарегистрировать конец год,1
новый ios убивать тысяча приложение,0
победитель праймериз единый россия избыточный iq отстранять выборы,1
еспча восстанавливать служение схиигумен сергий,1
мартин скорсез стивен спилберг работать вместе,0
корпорация производить гомеопатический препарат срочно требоваться экстрасенс,1
человечество терять лицо последний тысяча год,0
центр рига устанавливать скульптура зигующий мальчик,1
двое сын депутат госдума получать детский пособие год,1
пиво миллер становиться южноафриканский,0
чемпионка открывать шампанское лыжа получать травма,0
спасение малярия медик посоветовать спать курица,0
москва открывать первый россия памятник qr код,1
кабо верде проводить референдум самоопределение сентябрь,1
яндекс научать нейросеть распознавать гомосексуалист внешность,1
туркменистан отказываться направлять наблюдатель выборы немецкий бундестаг,1
резолюция пасе дело юкос россия волновать,0
борьба безработица правительство отменять социальный пособие,1
аэрофлот временно прекращать полет нехватка нарколог,1
флаг фбк бросать подножие мавзолей время парад победа,1
реконструкция пушкинский музей выделять миллиард рубль,0
сми запрещать называть навальный фамилия,1
билли эллиот становиться британский фильм год,0
компания mail ru group запрещать власть сша пользоваться мессенджер icq,1
отмена qr код москва отмечать ресторанный фестиваль,1
чиновник признавать законный производство ваттный лампа,0
промпроизводство россия вырастать процент,0
лукашенко саммит вообще состояться,1
самолет вадим красносельский экстренно приземляться румыния,1
касьянов хотеться ехать давос,0
непривитый школьник допускать сдача огэ егэ,1
группа тату отказываться работать иван шаповалов,0
россия перевести десятилетний финансовый план,0
qr код заменять фотография российский паспорт новый образец,1
генетика подтвердить уникальность носитель щелкать язык,0
рпц росгвардия подписывать меморандум создание военизированный корпус стража возрождать православие,1
радиация компьютерный монитор уничтожать тысяча таракан месяц,1
россиянин использовать туалет выгребной яма обязывать получать лицензия обращение опасный отходы,1
рональдо сделать операция,0
депутат госдума отказываться ездить служебный машина skoda,1
чистый прибыль сибнефть год вырастать,0
путин запрещать россиянин огурец бочка,0
экономия кислород мкс катапультировать весь женщина,1
моющий средство calgon оказываться безвредный употребление женщина,1
жозе моуринья решать вернуться англия,0
защитник животное награждать игра fable ii,0
бесплатный автобус подвозить человек иностранный пользователь соцсеть восхищаться российский выборы,1
пермский выпускник разрабатывать персональный вариант егэ нецензурный брань,1
торговать деревянный игрушка химки скотленд ярд устанавливать личность торговец продавать новичок петров боширов,1
новый жених королева западный атака россия подготовка выборы день космонавтика также очередной прогноз ванга наш еженедельный рубрика панорама неделя,1
поражение сборная иранский болельщик устраивать погром тегеран,0
